==========> Fault Simulation Begins at                    0 
Undetected fault:   SerialFS_TB.FUT._1179_/A to 1 at              1083150
Undetected fault:   SerialFS_TB.FUT._1179_/B to 0 at              1083360
Undetected fault:   SerialFS_TB.FUT._1179_/A to 0 at              1083570
Undetected fault:   SerialFS_TB.FUT._1179_/Y to 1 at              1083780
Undetected fault:   SerialFS_TB.FUT._1180_/Y to 0 at              1083990
Undetected fault:   SerialFS_TB.FUT._1180_/B to 1 at              1084200
Undetected fault:   SerialFS_TB.FUT._1180_/A to 1 at              1084410
Undetected fault:   SerialFS_TB.FUT._1180_/Y to 1 at              1084620
Undetected fault:   SerialFS_TB.FUT._1180_/A to 0 at              1084830
Undetected fault:   SerialFS_TB.FUT._1180_/B to 0 at              1085040
Undetected fault:   SerialFS_TB.FUT._1181_/Y to 0 at              1085250
Undetected fault:   SerialFS_TB.FUT._1181_/A to 1 at              1085460
Undetected fault:   SerialFS_TB.FUT._1181_/B to 1 at              1085670
Undetected fault:   SerialFS_TB.FUT._1181_/B to 0 at              1085880
Undetected fault:   SerialFS_TB.FUT._1181_/A to 0 at              1086090
Undetected fault:   SerialFS_TB.FUT._1185_/Y to 1 at              1086510
Undetected fault:   SerialFS_TB.FUT._1185_/A to 0 at              1086720
Undetected fault:   SerialFS_TB.FUT._1184_/Y to 0 at              1086930
Undetected fault:   SerialFS_TB.FUT._1184_/A to 1 at              1087140
Undetected fault:   SerialFS_TB.FUT._1184_/B to 1 at              1087350
Undetected fault:   SerialFS_TB.FUT._1184_/B to 0 at              1087560
Undetected fault:   SerialFS_TB.FUT._1184_/A to 0 at              1087770
Undetected fault:   SerialFS_TB.FUT._1185_/Y to 0 at              1087980
Undetected fault:   SerialFS_TB.FUT._1185_/A to 1 at              1088190
Undetected fault:   SerialFS_TB.FUT._1184_/Y to 1 at              1088400
Undetected fault:   SerialFS_TB.FUT._1186_/Y to 0 at              1088610
Undetected fault:   SerialFS_TB.FUT._1186_/A to 1 at              1088820
Undetected fault:   SerialFS_TB.FUT._1186_/B to 1 at              1089030
Undetected fault:   SerialFS_TB.FUT._1186_/B to 0 at              1089240
Undetected fault:   SerialFS_TB.FUT._1186_/A to 0 at              1089450
Undetected fault:   SerialFS_TB.FUT._1186_/Y to 1 at              1089660
Undetected fault:   SerialFS_TB.FUT._1187_/Y to 0 at              1089870
Undetected fault:   SerialFS_TB.FUT._1187_/A to 1 at              1090080
Undetected fault:   SerialFS_TB.FUT._1187_/Y to 1 at              1090290
Undetected fault:   SerialFS_TB.FUT._1187_/A to 0 at              1090500
Undetected fault:   SerialFS_TB.FUT._1188_/Y to 0 at              1090710
Undetected fault:   SerialFS_TB.FUT._1188_/A to 1 at              1090920
Undetected fault:   SerialFS_TB.FUT._1188_/B to 1 at              1091130
Undetected fault:   SerialFS_TB.FUT._1188_/B to 0 at              1091340
Undetected fault:   SerialFS_TB.FUT._1188_/A to 0 at              1091550
Undetected fault:   SerialFS_TB.FUT._1188_/Y to 1 at              1091760
Undetected fault:   SerialFS_TB.FUT._1189_/Y to 0 at              1091970
Undetected fault:   SerialFS_TB.FUT._1189_/B to 1 at              1092180
Undetected fault:   SerialFS_TB.FUT._1189_/A to 1 at              1092390
Undetected fault:   SerialFS_TB.FUT._1192_/B to 0 at              1092600
Undetected fault:   SerialFS_TB.FUT.N2755 to 1 at              1092810
Undetected fault:   SerialFS_TB.FUT._1192_/Y to 1 at              1093020
Undetected fault:   SerialFS_TB.FUT._1191_/B to 0 at              1093230
Undetected fault:   SerialFS_TB.FUT._1191_/Y to 0 at              1093440
Undetected fault:   SerialFS_TB.FUT._1191_/A to 1 at              1093860
Undetected fault:   SerialFS_TB.FUT._1192_/A to 0 at              1094070
Undetected fault:   SerialFS_TB.FUT._1189_/A to 0 at              1094280
Undetected fault:   SerialFS_TB.FUT._1190_/B to 1 at              1094490
Undetected fault:   SerialFS_TB.FUT._1190_/A to 1 at              1094700
Undetected fault:   SerialFS_TB.FUT._1190_/Y to 1 at              1094910
Undetected fault:   SerialFS_TB.FUT._1190_/A to 0 at              1095120
Undetected fault:   SerialFS_TB.FUT._1190_/B to 0 at              1095330
Undetected fault:   SerialFS_TB.FUT._1193_/Y to 0 at              1095540
Undetected fault:   SerialFS_TB.FUT._1193_/B to 1 at              1095750
Undetected fault:   SerialFS_TB.FUT._1193_/A to 1 at              1095960
Undetected fault:   SerialFS_TB.FUT._1193_/Y to 1 at              1096170
Undetected fault:   SerialFS_TB.FUT._1193_/A to 0 at              1096380
Undetected fault:   SerialFS_TB.FUT._1193_/B to 0 at              1096590
Undetected fault:   SerialFS_TB.FUT._1195_/Y to 1 at              1096800
Undetected fault:   SerialFS_TB.FUT._1195_/A to 0 at              1097010
Undetected fault:   SerialFS_TB.FUT._1195_/B to 0 at              1097220
Undetected fault:   SerialFS_TB.FUT._1194_/Y to 0 at              1097430
Undetected fault:   SerialFS_TB.FUT._1194_/A to 1 at              1097640
Undetected fault:   SerialFS_TB.FUT._1194_/B to 1 at              1097850
Undetected fault:   SerialFS_TB.FUT._1195_/B to 1 at              1098060
Undetected fault:   SerialFS_TB.FUT._1194_/B to 0 at              1098480
Undetected fault:   SerialFS_TB.FUT._1194_/A to 0 at              1098690
Undetected fault:   SerialFS_TB.FUT._1194_/Y to 1 at              1098900
Undetected fault:   SerialFS_TB.FUT._1195_/A to 1 at              1099110
Undetected fault:   SerialFS_TB.FUT._1200_/B to 1 at              1099740
Undetected fault:   SerialFS_TB.FUT._1200_/Y to 1 at              1099950
Undetected fault:   SerialFS_TB.FUT._1200_/B to 0 at              1100160
Undetected fault:   SerialFS_TB.FUT._1200_/A to 0 at              1100370
Undetected fault:   SerialFS_TB.FUT._1201_/A to 1 at              1100580
Undetected fault:   SerialFS_TB.FUT._1196_/A to 1 at              1100790
Undetected fault:   SerialFS_TB.FUT._1197_/Y to 0 at              1101840
Undetected fault:   SerialFS_TB.FUT._1197_/A to 1 at              1102050
Undetected fault:   SerialFS_TB.FUT._1197_/B to 1 at              1102260
Undetected fault:   SerialFS_TB.FUT._1197_/B to 0 at              1102470
Undetected fault:   SerialFS_TB.FUT._1197_/A to 0 at              1102680
Undetected fault:   SerialFS_TB.FUT._1197_/Y to 1 at              1102890
Undetected fault:   SerialFS_TB.FUT._1198_/Y to 0 at              1103100
Undetected fault:   SerialFS_TB.FUT._1199_/A to 0 at              1103310
Undetected fault:   SerialFS_TB.FUT._1199_/B to 0 at              1103520
Undetected fault:   SerialFS_TB.FUT._1198_/B to 1 at              1103730
Undetected fault:   SerialFS_TB.FUT._1198_/A to 1 at              1103940
Undetected fault:   SerialFS_TB.FUT._1199_/Y to 0 at              1104150
Undetected fault:   SerialFS_TB.FUT._1199_/A to 1 at              1104360
Undetected fault:   SerialFS_TB.FUT._1199_/B to 1 at              1104570
Undetected fault:   SerialFS_TB.FUT._1198_/Y to 1 at              1104780
Undetected fault:   SerialFS_TB.FUT._1198_/A to 0 at              1104990
Undetected fault:   SerialFS_TB.FUT._1198_/B to 0 at              1105200
Undetected fault:   SerialFS_TB.FUT._1202_/Y to 0 at              1105410
Undetected fault:   SerialFS_TB.FUT._1202_/A to 1 at              1105620
Undetected fault:   SerialFS_TB.FUT._1202_/B to 0 at              1105830
Undetected fault:   SerialFS_TB.FUT._1202_/A to 0 at              1106040
Undetected fault:   SerialFS_TB.FUT._1203_/Y to 0 at              1106460
Undetected fault:   SerialFS_TB.FUT._1204_/A to 0 at              1106880
Undetected fault:   SerialFS_TB.FUT._1205_/B to 0 at              1107090
Undetected fault:   SerialFS_TB.FUT._1205_/Y to 1 at              1107300
Undetected fault:   SerialFS_TB.FUT._1204_/B to 0 at              1107510
Undetected fault:   SerialFS_TB.FUT._1205_/Y to 0 at              1107720
Undetected fault:   SerialFS_TB.FUT._1205_/B to 1 at              1107930
Undetected fault:   SerialFS_TB.FUT._1205_/A to 1 at              1108140
Undetected fault:   SerialFS_TB.FUT._1204_/Y to 1 at              1108350
Undetected fault:   SerialFS_TB.FUT._1204_/Y to 0 at              1108560
Undetected fault:   SerialFS_TB.FUT._1204_/A to 1 at              1108770
Undetected fault:   SerialFS_TB.FUT._1204_/B to 1 at              1108980
Undetected fault:   SerialFS_TB.FUT._1203_/Y to 1 at              1109190
Undetected fault:   SerialFS_TB.FUT._1203_/A to 0 at              1109400
Undetected fault:   SerialFS_TB.FUT._1205_/A to 0 at              1109610
Undetected fault:   SerialFS_TB.FUT._1206_/Y to 0 at              1109820
Undetected fault:   SerialFS_TB.FUT._1206_/A to 1 at              1110030
Undetected fault:   SerialFS_TB.FUT._1206_/B to 1 at              1110240
Undetected fault:   SerialFS_TB.FUT._1206_/B to 0 at              1110450
Undetected fault:   SerialFS_TB.FUT._1206_/A to 0 at              1110660
Undetected fault:   SerialFS_TB.FUT._1206_/Y to 1 at              1110870
Undetected fault:   SerialFS_TB.FUT._1207_/Y to 0 at              1111080
Undetected fault:   SerialFS_TB.FUT._1207_/B to 1 at              1111290
Undetected fault:   SerialFS_TB.FUT._1207_/A to 1 at              1111500
Undetected fault:   SerialFS_TB.FUT._1207_/Y to 1 at              1111710
Undetected fault:   SerialFS_TB.FUT._1207_/A to 0 at              1111920
Undetected fault:   SerialFS_TB.FUT._1207_/B to 0 at              1112130
Undetected fault:   SerialFS_TB.FUT._1208_/Y to 0 at              1112340
Undetected fault:   SerialFS_TB.FUT._1208_/A to 1 at              1112550
Undetected fault:   SerialFS_TB.FUT._1208_/B to 1 at              1112760
Undetected fault:   SerialFS_TB.FUT._1208_/B to 0 at              1112970
Undetected fault:   SerialFS_TB.FUT._1208_/A to 0 at              1113180
Undetected fault:   SerialFS_TB.FUT._1208_/Y to 1 at              1113390
Undetected fault:   SerialFS_TB.FUT._1209_/B to 1 at              1113600
Undetected fault:   SerialFS_TB.FUT._1209_/A to 1 at              1113810
Undetected fault:   SerialFS_TB.FUT._1209_/Y to 1 at              1114020
Undetected fault:   SerialFS_TB.FUT._1209_/A to 0 at              1114230
Undetected fault:   SerialFS_TB.FUT._1209_/B to 0 at              1114440
Undetected fault:   SerialFS_TB.FUT._1210_/Y to 0 at              1114650
Undetected fault:   SerialFS_TB.FUT._1210_/A to 1 at              1114860
Undetected fault:   SerialFS_TB.FUT._1211_/A to 0 at              1115070
Undetected fault:   SerialFS_TB.FUT._1212_/B to 0 at              1115280
Undetected fault:   SerialFS_TB.FUT._1212_/Y to 0 at              1115490
Undetected fault:   SerialFS_TB.FUT._1212_/B to 1 at              1115700
Undetected fault:   SerialFS_TB.FUT._1212_/A to 1 at              1115910
Undetected fault:   SerialFS_TB.FUT._1213_/A to 0 at              1116120
Undetected fault:   SerialFS_TB.FUT._1211_/B to 0 at              1116330
Undetected fault:   SerialFS_TB.FUT.N2762 to 0 at              1116540
Undetected fault:   SerialFS_TB.FUT._1213_/Y to 0 at              1116750
Undetected fault:   SerialFS_TB.FUT._1213_/B to 1 at              1116960
Undetected fault:   SerialFS_TB.FUT._1213_/A to 1 at              1117170
Undetected fault:   SerialFS_TB.FUT._1211_/Y to 1 at              1117380
Undetected fault:   SerialFS_TB.FUT._1212_/Y to 1 at              1117590
Undetected fault:   SerialFS_TB.FUT._1214_/Y to 0 at              1117800
Undetected fault:   SerialFS_TB.FUT._1214_/A to 1 at              1118010
Undetected fault:   SerialFS_TB.FUT._1214_/B to 1 at              1118220
Undetected fault:   SerialFS_TB.FUT._1214_/B to 0 at              1118430
Undetected fault:   SerialFS_TB.FUT._1214_/A to 0 at              1118640
Undetected fault:   SerialFS_TB.FUT._1214_/Y to 1 at              1118850
Undetected fault:   SerialFS_TB.FUT._1215_/Y to 0 at              1119060
Undetected fault:   SerialFS_TB.FUT._1215_/A to 1 at              1119270
Undetected fault:   SerialFS_TB.FUT._1215_/Y to 1 at              1119480
Undetected fault:   SerialFS_TB.FUT._1215_/A to 0 at              1119690
Undetected fault:   SerialFS_TB.FUT._1216_/Y to 0 at              1119900
Undetected fault:   SerialFS_TB.FUT._1216_/A to 1 at              1120110
Undetected fault:   SerialFS_TB.FUT._1216_/B to 1 at              1120320
Undetected fault:   SerialFS_TB.FUT._1216_/B to 0 at              1120530
Undetected fault:   SerialFS_TB.FUT._1216_/A to 0 at              1120740
Undetected fault:   SerialFS_TB.FUT._1216_/Y to 1 at              1120950
Undetected fault:   SerialFS_TB.FUT._1217_/Y to 0 at              1121160
Undetected fault:   SerialFS_TB.FUT._1217_/A to 1 at              1121370
Undetected fault:   SerialFS_TB.FUT._1218_/A to 0 at              1121580
Undetected fault:   SerialFS_TB.FUT._1218_/B to 0 at              1121790
Undetected fault:   SerialFS_TB.FUT._1218_/Y to 1 at              1122000
Undetected fault:   SerialFS_TB.FUT._1218_/Y to 0 at              1122210
Undetected fault:   SerialFS_TB.FUT._1218_/A to 1 at              1122420
Undetected fault:   SerialFS_TB.FUT._1218_/B to 1 at              1122630
Undetected fault:   SerialFS_TB.FUT._1217_/Y to 1 at              1122840
Undetected fault:   SerialFS_TB.FUT._1217_/A to 0 at              1123050
Undetected fault:   SerialFS_TB.FUT._1219_/Y to 0 at              1123260
Undetected fault:   SerialFS_TB.FUT._1219_/B to 1 at              1123470
Undetected fault:   SerialFS_TB.FUT._1219_/A to 1 at              1123680
Undetected fault:   SerialFS_TB.FUT._1222_/B to 0 at              1123890
Undetected fault:   SerialFS_TB.FUT.N2767 to 1 at              1124100
Undetected fault:   SerialFS_TB.FUT._1222_/Y to 1 at              1124310
Undetected fault:   SerialFS_TB.FUT._1221_/B to 0 at              1124520
Undetected fault:   SerialFS_TB.FUT._1221_/Y to 0 at              1124730
Undetected fault:   SerialFS_TB.FUT._1221_/A to 1 at              1124940
Undetected fault:   SerialFS_TB.FUT._1222_/A to 0 at              1125150
Undetected fault:   SerialFS_TB.FUT._1219_/A to 0 at              1125360
Undetected fault:   SerialFS_TB.FUT._1220_/B to 1 at              1125570
Undetected fault:   SerialFS_TB.FUT._1220_/A to 1 at              1125780
Undetected fault:   SerialFS_TB.FUT._1220_/Y to 1 at              1125990
Undetected fault:   SerialFS_TB.FUT._1220_/A to 0 at              1126200
Undetected fault:   SerialFS_TB.FUT._1220_/B to 0 at              1126410
Undetected fault:   SerialFS_TB.FUT._1223_/Y to 0 at              1126620
Undetected fault:   SerialFS_TB.FUT._1223_/A to 1 at              1126830
Undetected fault:   SerialFS_TB.FUT._1223_/B to 1 at              1127040
Undetected fault:   SerialFS_TB.FUT._1223_/B to 0 at              1127250
Undetected fault:   SerialFS_TB.FUT._1223_/A to 0 at              1127460
Undetected fault:   SerialFS_TB.FUT._1223_/Y to 1 at              1127670
Undetected fault:   SerialFS_TB.FUT._1224_/B to 1 at              1128090
Undetected fault:   SerialFS_TB.FUT._1224_/A to 1 at              1128300
Undetected fault:   SerialFS_TB.FUT._1224_/Y to 1 at              1128510
Undetected fault:   SerialFS_TB.FUT._1224_/A to 0 at              1128720
Undetected fault:   SerialFS_TB.FUT._1224_/B to 0 at              1128930
Undetected fault:   SerialFS_TB.FUT._1232_/Y to 1 at              1129770
Undetected fault:   SerialFS_TB.FUT._1232_/B to 0 at              1129980
Undetected fault:   SerialFS_TB.FUT._1232_/A to 0 at              1130190
Undetected fault:   SerialFS_TB.FUT._1233_/A to 1 at              1130400
Undetected fault:   SerialFS_TB.FUT._1225_/A to 1 at              1130610
Undetected fault:   SerialFS_TB.FUT._1226_/Y to 0 at              1131660
Undetected fault:   SerialFS_TB.FUT._1226_/A to 1 at              1131870
Undetected fault:   SerialFS_TB.FUT._1226_/B to 1 at              1132080
Undetected fault:   SerialFS_TB.FUT._1226_/B to 0 at              1132290
